bain_id,self_ids_id__ciq_,self_ids_id__cb_,self_ids_id__zi_,self_ids_id__bq_,self_firmo_name___,self_firmo_webpage___,self_sector_sector___,self_sector_industry___,self_sector_industryGroup___,self_sector_subIndustry___,self_firmo_description___,self_financials_revenue___,Revenue_Range
11401894,,,429968673,,Grupo Fragnani,grupofragnani.com.br,Industrials,Construction Materials,Construction,Construction Materials - Unspecified,,245349965.09589,Revenue: 100M - 500M
19570661,265607993,,,,Finaero2,UNKNOWN,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,181013000,Revenue: 100M - 500M
2931520,,,465942304,,Jiali Trading,jsdjl.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,303652816.905205,Revenue: 100M - 500M
3047054,,,507404375,,DXN INTERNATIONAL,blogspot.com,Consumer,"Hotels, Restaurants & Leisure",Consumer Services,Leisure Facilities,,129847519.092329,Revenue: 100M - 500M
995284,,,358934567,,"GMO CLICK Holdings,Inc",gmofh.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,309429709.865753,Revenue: 100M - 500M
4883659,35157017,,,,Burberry Korea Ltd.,UNKNOWN,Consumer,Distributors (Consumer),Retail & Distributors,Other Non-Food Distributors,,239322353.255642,Revenue: 100M - 500M
806144,111316193,,,,Stampen Local Media Ab,UNKNOWN,Media & Telecommunications,Media & Publishing,Media,Media & Publishing - Unspecified,,107059422.227153,Revenue: 100M - 500M
30343314,5919801,,,,Infraserv Gmbh & Co. Wiesbaden Kg,UNKNOWN,Business Services,Real Estate Agents,Professional Services,Real Estate Agents,,169040000,Revenue: 100M - 500M
9206352,,,466346497,,Changzhou KEJING Import and export Co.,jskejin.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,148342293.663288,Revenue: 100M - 500M
12667228,46840238,,532122628,,Berti Group Spa,bertigroup.net,Consumer,Food Products,"Food, Beverage & Tobacco",Produce,,119303868,Revenue: 100M - 500M
18749266,61408462,,,,Prima - Prefabr Industr Menuiseries Alu,UNKNOWN,Industrials,Building Products ,Construction,Building Products - Unspecified,,266692952,Revenue: 100M - 500M
1614929,217583717,,,,Rehabco Ii B.V.,UNKNOWN,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,155355693,Revenue: 100M - 500M
2436793,558786853,,,,Ardmair Bay Holdings Ltd,UNKNOWN,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,104089936.101942,Revenue: 100M - 500M
28068319,322464386,,,,Lysinvest,UNKNOWN,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,109797268,Revenue: 100M - 500M
16925907,,,345635379,,Maven Media Marketing,mavenmediamarketing.com,Media & Telecommunications,Network Service Providers,Telecommunication,Wireless Network Operations,,417257478.204658,Revenue: 100M - 500M
2015086,23077017,,,,Hesbayefrost Sa,UNKNOWN,Consumer,Food Products,"Food, Beverage & Tobacco",Food Products - Unspecified,,107443633,Revenue: 100M - 500M
9796765,,,407562488,,Mat Bao BPO,matbaobpo.com,Business Services,Customer Management (Callcenters),BPO,Customer Management (Callcenters),,466098647.422192,Revenue: 100M - 500M
9829599,,,470367933,,Multipessoal Group,multipessoal.co.ao,Business Services,HR & Recruitment Consulting,Professional Services,HR & Recruitment Consulting,,254948760.362466,Revenue: 100M - 500M
17319563,,,371750819,,DC Service,dcductless.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,461026386.485753,Revenue: 100M - 500M
5671971,22987993,,372734205,,Colomberotto Spa,colomberotto.it,Consumer,Food Products,"Food, Beverage & Tobacco",Food Products - Unspecified,,220955817,Revenue: 100M - 500M
12134111,,,28101219,,Dale and Betty Bumpers Vaccine Research Center,nih.gov,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,323747542.025753,Revenue: 100M - 500M
28849139,,,372714603,,Shenzhen POWTRAN Technology Co.,inverter-china.com,Technology,Consumer Electronics,Hardware,Consumer Electronics - Unspecified,,112196305.282192,Revenue: 100M - 500M
16711632,,,353736754,,Free Think Digital,freethinkdigital.com,Media & Telecommunications,Network Service Providers,Telecommunication,Integrated Network Service Providers,,424341935.746027,Revenue: 100M - 500M
29935544,51885921,,,,Tualatin Valley Fire & Rescue,UNKNOWN,Industrials,Air Freight & Logistics,Transportation,Air Freight & Logistics,,126701289.206702,Revenue: 100M - 500M
9454889,,,47254061,,Lithuanian Shipping,lisco.lt,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,111449903.833973,Revenue: 100M - 500M
9469157,,,430067303,,LYMA Getafe,lymagetafe.es,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,282376743.507123,Revenue: 100M - 500M
9570745,,,559579208,,THE HORTON GROU,thehortongroup.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,328635472.677534,Revenue: 100M - 500M
26493453,111887583,,,,Codognotto Italia Spa,UNKNOWN,Industrials,Road & Rail,Transportation,Trucking,,166274282,Revenue: 100M - 500M
9064074,,,372720920,,PT. Mayer Indah Indonesia,mayerlace.com,Consumer,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,Textiles and Fabrics,,119732054.210137,Revenue: 100M - 500M
10654808,426677363,,,,THD 59 62,UNKNOWN,Media & Telecommunications,Network Service Providers,Telecommunication,Integrated Network Service Providers,,235072290,Revenue: 100M - 500M
30046686,5836680,,,,Mecsek Elelmiszer Es Vegyiaru Kereskedelmi Zartkoruen Mukodo Reszvenytarsasag,UNKNOWN,Consumer,Food & Staples Retail,Retail & Distributors,Food Retail,,162762214,Revenue: 100M - 500M
30176256,581538806,,,,"Society For The Study Of Evolution, Inc",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,414834140.268834,Revenue: 100M - 500M
10412960,30470282,,,,"Ideal Automotive Bor, S.R.O.",UNKNOWN,Industrials,Automobiles & Components,Industrial Goods,Auto Parts & Equipment (Aftermarket),,164637347,Revenue: 100M - 500M
12893047,,,466363679,,Universidad de Aconcagua,uaconcagua.cl,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,154154599.831233,Revenue: 100M - 500M
12973681,,,466135089,,Anhui Hefei MOKE Machinery Power Technology co.,mocpower.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,189512417.34,Revenue: 100M - 500M
20875959,,,532807781,,Cmara Municipal de Joo Pessoa,leg.br,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,130458623.927671,Revenue: 100M - 500M
1766689,713562229,,,,"Aurum Exchange Co., Ltd.",UNKNOWN,Consumer,Distributors (Consumer),Retail & Distributors,Other Non-Food Distributors,,248379683.474485,Revenue: 100M - 500M
26038127,661599543,,,824907031,Wdc Acquisition LLC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,126199590.496724,Revenue: 100M - 500M
17887809,,,103925161,,Florida Bebidas,florida.co.cr,Consumer,Food Products,"Food, Beverage & Tobacco",Food Products - Other,,418627696.921644,Revenue: 100M - 500M
21534542,,,372534099,,UniSociesc,unisociesc.com.br,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,187176961.713699,Revenue: 100M - 500M
21552770,5902524,,,,Pierre Fabre Medicament Production,UNKNOWN,Healthcare,Pharma & Biotech Products,Pharmaceuticals & Biotechnology,Pharmaceuticals,,329051398,Revenue: 100M - 500M
10257398,410530725,,,,Ring Tore Teigen Holding As,UNKNOWN,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,140002459.786149,Revenue: 100M - 500M
2924594,,,455227812,,Industria de Restauracion Colectiva,ircosl.com,Business Services,Professional Services - Other,Professional Services,Professional Services - Other,,436274370.576986,Revenue: 100M - 500M
8037675,1781799427,,507424109,,"VNV Co., Ltd.",vnv.kr,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,499676724.251507,Revenue: 100M - 500M
3597921,,,348179843,,Grupo SM,grupo-sm.com,Media & Telecommunications,Media & Publishing,Media,B2B Publishing,,412532993.12548,Revenue: 100M - 500M
954068,691666006,,,,Berge Gefco S.L.,berge-gefco.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,196017425,Revenue: 100M - 500M
4977718,,,532779766,,404 Co Ltd China National Nuclear Corp/The,zh404.cn,Industrials,"Electrical Equipment, Electronic Components & Automation",Industrial Goods,"Measurement, Control & Automation",,111959309.201918,Revenue: 100M - 500M
9387199,,,429888742,,Grupo Jorlan,grupojorlan.com.br,Financial Services,Unspecified,Banks,Banks - Unspecified,,334562190.746301,Revenue: 100M - 500M
22645950,289821437,,,,Nafis International Corporation,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,499940423.803213,Revenue: 100M - 500M
13246262,,,460798187,,Gobierno Regional de Lima,regionlima.gob.pe,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,130197111.011507,Revenue: 100M - 500M
5932840,,,356468060,,Morantex,morantex.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,472459404.289315,Revenue: 100M - 500M
24639361,613543130,,,,Healthy People Co.Kr,UNKNOWN,Industrials,Construction & Engineering,Construction,Residential Construction,,179287192.569147,Revenue: 100M - 500M
17206689,,,425419930,,Joy Jaagpad,joyjaagpad.nl,Consumer,"Hotels, Restaurants & Leisure",Consumer Services,Leisure Facilities,,376667586.310685,Revenue: 100M - 500M
17223002,,,532751123,,Lüthi Geigenbau,geigenbau.li,Financial Services,Capital Markets,Diversified Financials,Investment Banking,,122711303.786301,Revenue: 100M - 500M
17478363,,,532231991,,Heilpdagogische Wohnfamilien Wagner,wohnfamilie-wagner.de,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,118508028.477534,Revenue: 100M - 500M
17601253,,,531965662,,commune de LE DOULIEU,ledoulieu.fr,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,120324998.426301,Revenue: 100M - 500M
22093235,,,507426927,,Celadon Group Inc.,celadontrucking.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,166251388.265753,Revenue: 100M - 500M
29239326,30565714,,,,B. U. F. Metallhandels Gmbh,buf-metallhandel.de,Industrials,Trading Companies & Distributors,Industrial Goods,Trading Companies & Distributors,,184110613,Revenue: 100M - 500M
14431409,,,372649156,,Bandalux International,bandalux.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,142927705.055342,Revenue: 100M - 500M
12003683,,,430192002,,Paycheck S.A. DE C.V,elvalordelagente.com.mx,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,633729334.714521,Revenue: 500M - 1B
4389751,,,459985387,,Grupo CETA,grupoceta.com.ar,Business Services,HR & Recruitment Consulting,Professional Services,HR & Recruitment Consulting,,732099960.616438,Revenue: 500M - 1B
9299790,,,372525172,,Elektra Group,grupoelektra.es,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,712892381.74274,Revenue: 500M - 1B
10879143,,,372634769,,Bonace International Group,smercharger.com,Industrials,Construction & Engineering,Construction,Civil Engineering,,753222576.782466,Revenue: 500M - 1B
8762848,,,459445345,,Northpoint Development Bank,npdevelopmentacademy.com,Financial Services,Unspecified,Banks,Banks - Unspecified,,674780506.335616,Revenue: 500M - 1B
2585985,47052934,,466192963,,"Zhejiang Huachuan Industrial Group Co., Ltd.",huachuangroup.net,Energy & Natural Resources,Paper Products & Forestry,Natural Resources,Paper Products,,602229740.750137,Revenue: 500M - 1B
22212140,,,372386301,,Welcome to Indus Real Estate,indus-re.com,Real Estate,Real Estate Commercial,Real Estate,Real Estate Commercial - Unspecified,,697334179.292877,Revenue: 500M - 1B
27563665,,,372551674,,Megapaca,megapaca.com,Financial Services,Unspecified,Banks,Banks - Unspecified,,516268265.932603,Revenue: 500M - 1B
11208530,,,466475276,,NETM letiim Pazarlama Hizmetleri,netim.com.tr,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,570986211.516164,Revenue: 500M - 1B
6312501,531881422,,426415562,,KBC Zagreb,kbc-zagreb.hr,Healthcare,Retail Health,"Healthcare Provider, Facilities & Services",Retail Health - Unspecified,,831557499.576164,Revenue: 500M - 1B
8583164,,,459502320,,Colt Technology Shared Service Centre Barcelona Sl,coltelecom.com,Industrials,Construction & Engineering,Construction,Construction & Engineering - Unspecified,,659714456.665479,Revenue: 500M - 1B
19269527,,,431641412,,Gouvernement de la Nouvelle-Calédonie,gouv.nc,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,576205573.467945,Revenue: 500M - 1B
14398984,,,372622598,,Coca-Cola Beverages Pakistan,cci.com.tr,Consumer,Food Products,"Food, Beverage & Tobacco",Food Products - Other,,641601963.128219,Revenue: 500M - 1B
12282743,,,372598475,,Harriway Garden Hotel,harriway.com,Consumer,"Hotels, Restaurants & Leisure",Consumer Services,Hotels & Resorts,,617895090.853151,Revenue: 500M - 1B
13545645,47195908,,,,Illumia S.p.A.,UNKNOWN,Utilities,Utilities - Other,Utilities - Other,Utilities - Other,,796731560,Revenue: 500M - 1B
14152505,,,456862942,,AECA & Helicópteros,aeca-helicopteros.com,Consumer,Education Services,Consumer Services,Adult & Career Education,,790000554.710959,Revenue: 500M - 1B
20002337,628574141,,,,PrestigeBidCo Holding GmbH,UNKNOWN,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,615833000,Revenue: 500M - 1B
22190007,,,466658485,,UCPI - Unione Camere Penali Italiane,camerepenali.it,Consumer,Education Services,Consumer Services,Adult & Career Education,,774445984.384932,Revenue: 500M - 1B
23450027,605573239,,,,"Chip Pack Korea Co., Ltd.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,633268162.498545,Revenue: 500M - 1B
8624254,,,351176602,,Northpoint,northpointgroup.com,Real Estate,Real Estate Commercial,Real Estate,Real Estate Commercial - Unspecified,,602516678.533151,Revenue: 500M - 1B
11487771,,,371789290,,Acemoglu Food Ltd Co (Öncü Salça,oncusalca.com.tr,Consumer,Food Products,"Food, Beverage & Tobacco",Food Products - Other,,588108951.308219,Revenue: 500M - 1B
8845597,,,459656509,,E Chamorro Industrial,grupoechamorro.com,Consumer,Household & Personal Products,Household & Personal Products,Beauty Products,,867488284.62,Revenue: 500M - 1B
11383848,,,466803584,,Dongguan SHENGHUO Gas Engergy saving Co.,sheng-huo.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,634810799.586575,Revenue: 500M - 1B
30739861,,,372860521,,Beyond Imaginations,hp.com,Technology,Consumer and other Software,Software,Software - Unspecified,,516101188.236164,Revenue: 500M - 1B
11563309,,,372422541,,Informak Com. de Informatica e Móveis LTDA,informak.com.br,Consumer,Diversified Consumer Services,Consumer Services,Diversified Consumer Services - Unspecified,,827628449.616986,Revenue: 500M - 1B
11971836,,,372149810,,Silicon Works Co.,siliconworks.co.kr,Technology,Consumer Electronics,Hardware,Consumer Electronics - Unspecified,,647095550.429589,Revenue: 500M - 1B
21181963,,,431613430,,Banco ADOPEM,adopem.com.do,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,519852264.127397,Revenue: 500M - 1B
5765466,,,426033458,,Leonardo Dooderman,dooderman.com,Media & Telecommunications,Live & Location-Based Entertainment,Media,"Cinemas, Concerts & Theaters",,903038604.692055,Revenue: 500M - 1B
3513719,,,372771064,,Brico Depot,bricodepot.es,Industrials,Construction Materials,Construction,Construction Materials - Unspecified,,534592330.683288,Revenue: 500M - 1B
9120340,,,348273089,,Melara Realtors,melararealtors.com,Real Estate,Real Estate Commercial,Real Estate,Real Estate Commercial - Unspecified,,530358182.321918,Revenue: 500M - 1B
9124359,,,459382618,,Samsø Festival,samfest.dk,Media & Telecommunications,Live & Location-Based Entertainment,Media,Sports,,764748213.743836,Revenue: 500M - 1B
25913953,421693222,,,,Ifm Stiftung & Co. Kg,UNKNOWN,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,959268000,Revenue: 500M - 1B
13015761,,,372827469,,Portones Shopping,portones.com.uy,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,524710229.757534,Revenue: 500M - 1B
8957383,,,358327433,,Global Payer Resource,globalpayerresource.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,516488917.455616,Revenue: 500M - 1B
9109652,,,459166967,,Macro Virtual,macrovirtual.com.br,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,817741808.536438,Revenue: 500M - 1B
11043197,,,372871562,,Belyi Veter,digital.ru,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,522833329.765479,Revenue: 500M - 1B
24535437,581494167,,,,"Piper & Devries, Inc.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,649481841.749315,Revenue: 500M - 1B
19227835,,,463680868,,Hospital Monte Sinai,hospitalmontesinai.com.br,Consumer,"Hotels, Restaurants & Leisure",Consumer Services,Leisure Facilities,,805374426.876164,Revenue: 500M - 1B
16861019,,,356106656,,Squamish Festival,squamishfestival.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,576608739.213699,Revenue: 500M - 1B
27669708,,,372556338,,PP Merchandising Services Pvt,instoreservices.co.in,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,541881095.190411,Revenue: 500M - 1B
30542887,,,371766123,,Army ROTC (Official Page,army.mil,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,552001100.227397,Revenue: 500M - 1B
14732865,,,372694078,,SAMBO E&C,samboenc.co.kr,Industrials,Construction & Engineering,Construction,Construction & Engineering - Unspecified,,630678350.692603,Revenue: 500M - 1B
4292425,,,372139774,,JP Elektroprivreda BiH dd Sarajevo,epbih.ba,Energy & Natural Resources,"Oil, Gas & Consumable Fuels",Energy,"Oil, Gas & Consumable Fuels - Unspecified",,555477950.769041,Revenue: 500M - 1B
14957808,,,399557199,,Aksa Natural Gas,aksadogalgaz.com.tr,Energy & Natural Resources,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Exploration & Production,,796189693.726849,Revenue: 500M - 1B
27736005,,,372842058,,Mail Boxes Etc,mbe.it,Industrials,Air Freight & Logistics,Transportation,Air Freight & Logistics,,853549101.369863,Revenue: 500M - 1B
8673612,,,429712592,,Institute of Neurology (Edinger Institute,kgu.de,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,906444628.818904,Revenue: 500M - 1B
5090748,,,459476394,,Grupo Tecnomont,grupotecnomont.com.br,Industrials,Construction & Engineering,Construction,Civil Engineering,,505475409.955069,Revenue: 500M - 1B
17266875,,,345886334,,Hawa Ltd (ONtv - ONtv Live,ontveg.com,Media & Telecommunications,Entertainment,Media,TV Production & Broadcast,,568082328.509589,Revenue: 500M - 1B
17290896,,,429869599,,iMgessel,imgessel.com,Industrials,Machinery & Equipment,Industrial Goods,Machinery & Equipment - Unspecified,,545416059.713425,Revenue: 500M - 1B
22531539,49213309,,466091696,,"Jiangsu Ronghua Textile Co., Ltd.",rh-tex.com,Consumer,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,Textiles and Fabrics,,671047591.063562,Revenue: 500M - 1B
4329375,,,372444656,,Cooperativa Ciacoop,ciacoop.com.br,Business Services,HR & Recruitment Consulting,Professional Services,HR & Recruitment Consulting,,590765849.893973,Revenue: 500M - 1B
14459226,,,371603330,,"Adalis, now H.B. Fuller Adhesive Coated Solutions",hbfuller.com,Industrials,Packaging,Industrial Goods,Paper Packaging,,546940643.693425,Revenue: 500M - 1B
5368048,,,372702318,,Varda Developers Engineers and Contractors Private,vdec.co.in,Real Estate,Real Estate Commercial,Real Estate,Real Estate Commercial - Unspecified,,713504394.609041,Revenue: 500M - 1B
1247290,,,368742584,,Arabian Group,arabiangroup-egypt.com,Industrials,Construction & Engineering,Construction,Civil Engineering,,567167941.333973,Revenue: 500M - 1B
14163175,,,372578851,,Elan IT,experis.se,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,529518253.684932,Revenue: 500M - 1B
13399301,580692838,,,,I Have A Dream Foundation - Indianapolis Inc,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,523400272.255206,Revenue: 500M - 1B
11836874,,,466717778,,Café Marita,cafemarita.com.br,Consumer,"Hotels, Restaurants & Leisure",Consumer Services,Restaurants (Full Service),,764686467.63863,Revenue: 500M - 1B
12461496,22615781,,,,Sykehuset Østfold Hf,UNKNOWN,Healthcare,Retail Health,"Healthcare Provider, Facilities & Services",Retail Health - Unspecified,,754704518.027161,Revenue: 500M - 1B
13974728,658589352,,,,Sanden International (Europe) GmbH,sandenaftermarket.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,570459610,Revenue: 500M - 1B
8160436,575264523,,,,GLC Family,UNKNOWN,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,636408893,Revenue: 500M - 1B
15023606,,,346688394,,Seaside Realty Group,theherndongroup.com,Business Services,Operational & Strategic Consulting,Professional Services,Operational & Strategic Consulting,,542959835.969589,Revenue: 500M - 1B
14718327,,,347076616,,"Motech Industries, Inc. Solar BU",motechsolar.com,Industrials,"Electrical Equipment, Electronic Components & Automation",Industrial Goods,"Measurement, Control & Automation",,538248063.323836,Revenue: 500M - 1B
7595282,,,372139579,,Japan Asia Group,japanasiagroup.jp,Financial Services,Unspecified,Banks,Banks - Unspecified,,591186268.227945,Revenue: 500M - 1B
4231101,,,438168441,,Vennesla Kommune,kommune.no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,526922193.173425,Revenue: 500M - 1B
11904497,,,357393771,,Founder's District TV,foundersdistrict.tv,Consumer,Education Services,Consumer Services,Adult & Career Education,,500282380.901096,Revenue: 500M - 1B
8962147,,,372829500,,Hartekamp Groep,hartekampgroep.nl,Healthcare,Physician Groups,"Healthcare Provider, Facilities & Services",Behavioral Health,,519183045.310685,Revenue: 500M - 1B
9420571,,,455648736,,Grupo Serlinor,gruposerlinor.com,Consumer,Diversified Consumer Services,Consumer Services,Diversified Consumer Services - Unspecified,,685789473.68137,Revenue: 500M - 1B
13476270,,,359306340,,Shandong SHANGANG Group Business Dept,shanganggroup.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,868774056.457808,Revenue: 500M - 1B
14225989,,,347174402,,Surveyfrance,surveyfrance.co.uk,Real Estate,Real Estate Commercial,Real Estate,Real Estate Commercial - Unspecified,,546234195.607397,Revenue: 500M - 1B
27666533,,,457221623,,Zehnder Group Svizzera,zehnder-systems.ch,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,791802088.133425,Revenue: 500M - 1B
9674563,,,399403748,,Al-Watania Poultry (Egypt,alwatania-egy.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,500819935.228767,Revenue: 500M - 1B
3514387,,,372530521,,AOV Group,aovgroup.in,Industrials,Air Freight & Logistics,Transportation,Air Freight & Logistics,,655773602.303836,Revenue: 500M - 1B
22203210,,,372886573,,Portrait Software,portraitsoftware.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,510202619.127123,Revenue: 500M - 1B
25799961,111222702,,466486142,,"Weiyuan Huasheng Special Steel Co., Ltd.",shenyuanjr.com,Energy & Natural Resources,Metals & Mining,Natural Resources,Iron & Steel,,529268545.171233,Revenue: 500M - 1B
20290373,,,560439876,,Abengoa Chile,abengoa.cl,Energy & Natural Resources,Metals & Mining,Natural Resources,Metals & Mining - Other,,752326350.226027,Revenue: 500M - 1B
14570461,,,429742744,,G3W Concept,g3w.com.br,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,607315622.150959,Revenue: 500M - 1B
7943108,289464376,,,,Galata S.p.A.,UNKNOWN,Consumer,Diversified Consumer Services,Consumer Services,Diversified Consumer Services - Unspecified,,516758000,Revenue: 500M - 1B
10790941,,,466909780,,ELSA Roma,elsaroma.it,Business Services,Legal services,Professional Services,Legal services,,815811334.717808,Revenue: 500M - 1B
1050880,,,460154179,,Enviser,enviser.es,Business Services,Waste Management,Facility Management,Integrated Waste Management,,819532445.587397,Revenue: 500M - 1B
3935355,,,466123388,,Nantong CHENGDA Trading Development Co.,ntzcb.com.cn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,650635963.138356,Revenue: 500M - 1B
29465112,584493554,,,,R & E Construction Inc,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,550026170.308517,Revenue: 500M - 1B
2573629,1782732573,,,,Ooo absolyut,krasnoeibeloe.ru,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,900425785,Revenue: 500M - 1B
5695312,,,425393794,,The Mainichi Daily News,mainichi.jp,Media & Telecommunications,Media & Publishing,Media,B2B Publishing,,553483914.783288,Revenue: 500M - 1B
20182732,,,372655301,,Alain Afflelou Franchiseur SASU,alainafflelou.fr,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,536999520.755342,Revenue: 500M - 1B
9053149,,,357019774,,OperaTwins,operatwins.com,Business Services,Document Management & Storage,Facility Management,Document Management & Storage,,508470096.057534,Revenue: 500M - 1B
28781203,,,465971772,,Hong Kong LANGCHAO Group International Investment Co.,china-langchao.com,Financial Services,Capital Markets,Diversified Financials,Brokerage,,784020262.815616,Revenue: 500M - 1B
28570505,557259185,,,,G.S.G.R. S.R.L.,UNKNOWN,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,577909757,Revenue: 500M - 1B
21978082,,,425950245,,Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,krakow.pl,Consumer,Education Services,Consumer Services,Tertiary Education ,,588556610.570959,Revenue: 500M - 1B
17232906,,,372558270,,Ministerios Vida Nueva,ministeriosvidanueva.com,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,563676562.296986,Revenue: 500M - 1B
4528347,,,507371535,,travel,beardyboy.com,Technology,Consumer and other Software,Software,Software - Unspecified,,601470626.868493,Revenue: 500M - 1B
6390836,,,56495592,,General Holding,ghc.ae,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,823685779.193425,Revenue: 500M - 1B
7664028,,,372468595,,CBC Group,cbc.com.br,Consumer,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,Sports & Outdoor Apparel,,524151790.717808,Revenue: 500M - 1B
27813711,,,430252253,,Risun Solar Energy,risunsolar.fr,Business Services,Waste Management,Facility Management,Integrated Waste Management,,601247251.252603,Revenue: 500M - 1B
6701893,378752150,,,,Omnicare Holding Gmbh & Co. Kg,omnicare.de,Financial Services,Asset & Wealth Management,Asset & Wealth Management,Asset & Wealth Management - Other,,644900212,Revenue: 500M - 1B
17407864,,,470714718,,Transnet Port Terminals,transnetportterminals.net,Industrials,Marine,Transportation,Marine,,539347688.815069,Revenue: 500M - 1B
28823587,,,372606741,,Axis Aerospace & Technolgies Private,axis.aero,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,557055200.544658,Revenue: 500M - 1B
5242208,,,460096344,,Japan National Press Club,jnpc.or.jp,Media & Telecommunications,Media & Publishing,Media,B2B Publishing,,601917378.100274,Revenue: 500M - 1B
11687423,,,466356787,,NANCHE Changjiang Vehicle Co.,tlclc.com.cn,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,588365924.069589,Revenue: 500M - 1B
7664174,,,372442710,,RG Properties / Nettwerk Music (Ambleside Initiatives,amblesidelive.com,Real Estate,Real Estate Commercial,Real Estate,Real Estate Commercial - Unspecified,,505851334.772055,Revenue: 500M - 1B
